identity_id,identity_kind,source_artifact_path,source_artifact_sha256,target_package_root,target_layer,canonical_path_materialized,owner_resolution_status,identity_status,protected_platform_asset,security_sensitive,materialization_status,mapping_digest
ENG_DOCUMENTATION_OTHER_VALIDATE_VAULT_EFF4CF7E_V1,ENGINE,docs/ai_algorithm_engineering_os/tools/validate_vault.py,sha256:51f47c0ed9375ed0720d77b490953090ce05aa595080bcf05531a6abacd64694,lab/11_strategy_factory/shared_engines/ENG_DOCUMENTATION_OTHER_VALIDATE_VAULT_EFF4CF7E_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,SECURITY_REVIEW_BLOCKED,False,True,BLOCKED_SECURITY_REVIEW,sha256:b5020737b22a0c00677ea7d6d9d4c7eea950bd29db21cbbf576bf7d11b17fc0b
ENG_DOCUMENTATION_OTHER_VALIDATE_VAULT_2D9D6666_V1,ENGINE,docs/alpha_lab_master_architecture/ai_algorithm_engineering_os/tools/validate_vault.py,sha256:51f47c0ed9375ed0720d77b490953090ce05aa595080bcf05531a6abacd64694,lab/11_strategy_factory/shared_engines/ENG_DOCUMENTATION_OTHER_VALIDATE_VAULT_2D9D6666_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,SECURITY_REVIEW_BLOCKED,False,True,BLOCKED_SECURITY_REVIEW,sha256:095c950f92e22b834c2fa6257937dfab53cec24ac5cf9746bd3071a7554c0119
CTX_EXP0015_INTERMARKET_TIME_EXPERIMENT_3CD87586_V1,CONTEXT,lab/03_experiments/EXP0015_intermarket_time_divergence/experiment.py,sha256:99e5e03a4bf30a2ab94949e2ddc6cdc1d067f0441d25dbe0dc8a138026a9bd2f,lab/11_strategy_factory/contexts/CTX_EXP0015_INTERMARKET_TIME_EXPERIMENT_3CD87586_V1,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:37e5c73ee745552e6c48aa540bcd7d05c5a9e84bc2363cd4c40c05032fdd6ca0
ENG_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE01_TIME_KERNEL_V2_CD2BBD53_V1,ENGINE,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase01_time_kernel_v2.py,sha256:37229d46030687e2c3b01b847f619495c5aac83d480f74950a4d3d754d114a1d,lab/11_strategy_factory/shared_engines/ENG_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE01_TIME_KE__EE33952CED30,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:9314cd362db1a45a30dca907d00b886ef18ab816b62b7902fbb91ef5b4d43212
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE05_HUNT_OBSERVATIO_F70B4D51_V1,CONTEXT,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase05_hunt_observation_v2.py,sha256:a6cfea65494bdd940d1b989b536f711cea673bc46430c0270269818cfedabe8a,lab/11_strategy_factory/contexts/CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE05_HUNT_OB__E5D971BBB821,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:82cf7ffe25381d3178f9f9941df37bb9c23657a3894758929d33915f98923981
STP_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE06_CLOSE_CONFIRMAT_0FFF8052_V1,SETUP,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase06_close_confirmation_v2.py,sha256:ea00eab9fcaa7bf1dd3fff3c29fb9e190b19d4b7f95c133ff31a2705cbbdd8f6,lab/11_strategy_factory/setups/STP_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE06_CLOSE_C__D38865C2638F,SETUP,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:2eecee2f4e3bfb2f80d01d6ed6203cbc60f4439078141a353b86b3647c13009e
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE07_REFERENCE_LIFEC_8AAFFDEC_V1,CONTEXT,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase07_reference_lifecycle_v2.py,sha256:51377752ccaae5c356e4f8c9ea21a5aeffaf9b0951e4750b897b9f40a17b8fda,lab/11_strategy_factory/contexts/CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE07_REFEREN__073C25CF358D,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:f3f52fb960b86953a290b4747b04fdf22cb35aca32089b4954d97525ccd55d4a
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE08_DIVERGENCE_DRAW_CD61590F_V1,CONTEXT,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase08_divergence_drawing_v2.py,sha256:183c8c4844ec55946bcfc244b500b0722d7efc0cddcb5c2c553e50728cb03e0a,lab/11_strategy_factory/contexts/CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE08_DIVERGE__B7C175BF5388,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:155cb5bcbd01f5bcd50eb90d66a041617b0be6a06ab1e327c68f80b9222db265
CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE09_SESSION_BOXES_V_6C399DC1_V1,CONTEXT,lab/10_infrastructure/EXP0018_daye_trader/tools/validate_exp0018_phase09_session_boxes_v2.py,sha256:c544d5b82d5db47fc7fc5ceb42e533f1fa5f4651f43e5d6c5004808d5c86c546,lab/11_strategy_factory/contexts/CTX_EXP0018_DAYE_TRADER_VALIDATE_EXP0018_PHASE09_SESSION__5A209A7CD9DD,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:56d558d562be5ce90fc6dd63139fa02663d7cecdc79825325db642f6d5a099d6
ADP_EXP0019_FAERIE_PROTOCOL_ADAPTERS_CE55E74E_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/adapters.py,sha256:8924d04002fbf75c1664d8d439ab31957254677fd5d62a7055dca56df83c0c5c,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_ADAPTERS_CE55E74E_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:a65aff427947576fbe27effa342aec346346e323b9ce38a0d38f32b67723dc58
ADP_EXP0019_FAERIE_PROTOCOL_CANONICAL_B4D08D4C_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/canonical.py,sha256:c0ff244ccdf474b36316963dec0f0136e820b66a02923f6165d741ad1d19ba40,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_CANONICAL_B4D08D4C_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:eee385578217682d80436f780d246698bc174b385c6abf04673925e2f1fa45ca
ADP_EXP0019_FAERIE_PROTOCOL_CLI_DE61B011_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/cli.py,sha256:8fbd01ee9649862eebc67eb729b1965ca517bf3064985f8edca47b750b974e67,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_CLI_DE61B011_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:723f79db2ab1eced5d8ae478c5cf6dd8272b9f4490326d23d71397331ea3534e
ADP_EXP0019_FAERIE_PROTOCOL_DIFFERENTIAL_B9BC24E6_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/differential.py,sha256:23a1c8471b9c9bae221105ebce5a4bd3b2f59473adf0fecc3dc7f2b72a2f4d92,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_DIFFERENTIAL_B9BC24E6_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:cf1cb0966d2c1c45257038f01762b564f95a68acb57542c0ca12bcc575e7dc4f
ADP_EXP0019_FAERIE_PROTOCOL_DUPLICATE_SCAN_52BC96B9_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/duplicate_scan.py,sha256:29dc29dbcc0c61d18cbe5405a8036e0a41613d288b4f6adfe410fe940ee37271,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_DUPLICATE_SCAN_52BC96B9_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,SECURITY_REVIEW_BLOCKED,False,True,BLOCKED_SECURITY_REVIEW,sha256:299de7b979bd5f60b9fe7a4995dd58a4ba35b4468bade46f8bdb9f39c96201d0
ADP_EXP0019_FAERIE_PROTOCOL_ENUMS_171FFF2C_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/enums.py,sha256:da5a7063e57d9eecbbdddee8daac1fa7c87a47d5e183f27b886699625d0c2325,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_ENUMS_171FFF2C_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:6294ddcd22e38e8d836533b337f0cce8014daf6f32e8d34a5c13d52dc5cbc1b9
ADP_EXP0019_FAERIE_PROTOCOL_ERRORS_13A96A0C_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/errors.py,sha256:4fc4ef59681700a6febc809be119a4ebb1acacb3b1c0a9a5f39e3b995c0db35e,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_ERRORS_13A96A0C_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:da508b77df250afe79453eb0b18c065ed996111fe8d670badd2c48cd7042c272
ADP_EXP0019_FAERIE_PROTOCOL_FIXTURES_B9A95075_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/fixtures.py,sha256:84a781bc2cdd3e868308f14e7a658603fb0ca01684ade2157db04926c92d881e,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_FIXTURES_B9A95075_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:5426346ab0360e364a669849615611f00bedbe23b465e2cbfdb1be44ceb41a8b
ADP_EXP0019_FAERIE_PROTOCOL_HASH_GUARD_E5D656DF_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/hash_guard.py,sha256:a26505a42417f682621cf4df4aba4190489da2543d1585b4e72ac1bf4a7c5a3e,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_HASH_GUARD_E5D656DF_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:55c3cbc6f7563fb987d30cf5ca4db05f57fe95a49eb5c27cf9f7dbd64877664f
ADP_EXP0019_FAERIE_PROTOCOL_MODELS_1E03972B_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/models.py,sha256:10574c6779bb275c58ce18a02c84761e9e44a4760162277655d0fbf45a287e22,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_MODELS_1E03972B_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:0972a5f88f1911b151559656a6fa6512e4e28e1ca794ebdca2830fd2e6d07e1a
ADP_EXP0019_FAERIE_PROTOCOL_POLICY_926A4938_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/policy.py,sha256:386e1915d2109da7af37069d7ef4d816c085f6ea556526286eecce44bc232804,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_POLICY_926A4938_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:5689c573b6d418475a29d1a12dbf28355255055a51e9d8b4825e9a5ca05aaee8
ADP_EXP0019_FAERIE_PROTOCOL_REGISTRY_8BFD19A3_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/registry.py,sha256:b35112d56396cdde253df345db6bb42c61679a680738e7e78747304a4faa6a3c,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_REGISTRY_8BFD19A3_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:82aa56e1739dad1aeb7fabf53105ff2a80d10f3c1a9fb61ba6e11bc6c5c5b1bd
ADP_EXP0019_FAERIE_PROTOCOL_REPORTING_BFCED837_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/reporting.py,sha256:9d33ec67c8e328ade7af973b9d7694659345600c5d7a664dcff2671733454de6,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_REPORTING_BFCED837_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:42dfb33c3a25b4f5862a8dec99fab6c6b8bd978350b56bd51c4e25a263aaf283
ADP_EXP0019_FAERIE_PROTOCOL_VALIDATOR_D08C1B31_V1,ADAPTER,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i01/python/fp_i01_compatibility/validator.py,sha256:f6527c830b12803c28d2fb0291ceb60964d5805f099de91dde6de8572475192b,lab/11_strategy_factory/adapters/ADP_EXP0019_FAERIE_PROTOCOL_VALIDATOR_D08C1B31_V1,PLATFORM_ADAPTER,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:ce2b3a917f90ef3736dde40c65d260fc21a4e82b62ee325d095698107d0cc869
ENG_EXP0019_FAERIE_PROTOCOL_CANONICAL_ADC8F8AD_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/canonical.py,sha256:21347231abb14d9e82dee1682fba12728625d031d1e78209f92c1fce72034ec5,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_CANONICAL_ADC8F8AD_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,SECURITY_REVIEW_BLOCKED,False,True,BLOCKED_SECURITY_REVIEW,sha256:b6a1f096994179cfe0a5bb2ef01d25d24105fcdeb054a1606bc67149af394b5e
ENG_EXP0019_FAERIE_PROTOCOL_CLI_CA15EE46_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/cli.py,sha256:3a6afbc4ab605e3d98849d542605b10d3cd1741f4b89871004129dc48ef132fb,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_CLI_CA15EE46_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:ae62a51496a375246e2ae9b43c32fc2b7e56de3cb152ce2da7d15684d94c13eb
ENG_EXP0019_FAERIE_PROTOCOL_CONFIG_9A0206F3_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/config.py,sha256:302c7229adbd6afc18882b36bf02286178aff4d2f55f54890245e7aa82ddea0f,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_CONFIG_9A0206F3_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:f280b614de26642e345e803aa3ca676f657ff978c05ae5d4ae4568e808fe3d32
ENG_EXP0019_FAERIE_PROTOCOL_CONFORMANCE_C93EDE07_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/conformance.py,sha256:2906a7b6af66d9596ba825942299fdb5a43f40c67a5e4e70f32c69a5bbd19c89,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_CONFORMANCE_C93EDE07_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:e3e51b4613d044dc19bd8bf0505ebc6ddb38c7e58554b9ec0874034cd741a14a
ENG_EXP0019_FAERIE_PROTOCOL_CONTRACTS_A3FDCBEA_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/contracts.py,sha256:f81627a40fcbab0920edcdfd74ee42254bb09fbf8466d45c3c1c8b4a80646c17,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_CONTRACTS_A3FDCBEA_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:7347534588c9cde1f250c2a5f0c57d5e6871429fde74ed62e2f6f1d981a15d31
ENG_EXP0019_FAERIE_PROTOCOL_ENUMS_12764AD3_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/enums.py,sha256:1c0fb86918c432f9883f7e46ebbbbedb20cdb82e87186a78a8ca854e97a46b3b,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_ENUMS_12764AD3_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:8d47edab024ae040c23f1406d9a2eb69bff82a72220c7ba3f8494627da811f42
ENG_EXP0019_FAERIE_PROTOCOL_ERRORS_98A03318_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/errors.py,sha256:78b58473125ad012cc43872d2f956b1effe58eee49a37a24b18b08729030c250,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_ERRORS_98A03318_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:cc611bb3a42b04733acfcf16bc48b69fcd6315d880bdcd1769c1022ff5db21fb
ENG_EXP0019_FAERIE_PROTOCOL_GOLDEN_32C46167_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/golden.py,sha256:ad5f02173d4569ee1ee349fcf26192a56096a51f6f1ed54d29dd57adf16cb653,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_GOLDEN_32C46167_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:ef419ae3d75737ed62246837775bc6b610a4aa5f7c7deacdd003127a8450889e
ENG_EXP0019_FAERIE_PROTOCOL_IDENTITY_E4EE15BD_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/identity.py,sha256:d71680e906162bf17dd22b9ddb7bbd08202e46dd46be6eb5734b03fac23bd955,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_IDENTITY_E4EE15BD_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:fc98943c0439dd1111733bb0ea1bc6bf3914153b00d9ffe5118ee3d57cda9358
CTX_EXP0019_FAERIE_PROTOCOL_LIFECYCLE_E9F7DFCF_V1,CONTEXT,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/lifecycle.py,sha256:a4b16ab5fc045a8038ad1916a1e660a01b7d1d3ed90f4fa31f86c5c0a5ee3d5f,lab/11_strategy_factory/contexts/CTX_EXP0019_FAERIE_PROTOCOL_LIFECYCLE_E9F7DFCF_V1,CONTEXT,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:9e626b739a221e37e758f4356221f57ae24e807f325f6749b091996e81e5de8c
ENG_EXP0019_FAERIE_PROTOCOL_REASON_CODES_C34087AF_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/reason_codes.py,sha256:a284336929397b30adfb280c5cb9e5e86d1585e9dc55ea1b75b083ca60e25016,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_REASON_CODES_C34087AF_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:000e8b7497c684758033b6b4f18fc00c0e1b4375ff95e4c70ef55aac89e4d313
ENG_EXP0019_FAERIE_PROTOCOL_REGISTRY_F34BDF16_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/registry.py,sha256:a6279e8097d068a835318772bbbd4bdaa0865807279c9615327c934339e51184,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_REGISTRY_F34BDF16_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:c7d792a77d21253fbd84e148b3b482e8ba62e9d6843c4ca78f7dfd2342d3b4de
ENG_EXP0019_FAERIE_PROTOCOL_RELATIONS_93009736_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/relations.py,sha256:0084c38ec674f1ea5e2bee9479606c538972e9ae823fbf4af13aeef432b25b2e,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_RELATIONS_93009736_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:f1ded6c3b69c0884291b47e93a0a7b7dc13c314c06637e06213555784bb33d46
ENG_EXP0019_FAERIE_PROTOCOL_VALIDATION_18321A11_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i02/python/fp_i02_kernel/validation.py,sha256:4985b86adaac038ad919a45ec8125e7f13da89826a0a71e029ee6790f02ea10c,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_VALIDATION_18321A11_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:42410378d6afa65f6f0beca172d52efab2f7cfc0c2e81dcf7118fc9c2cb5a896
ENG_EXP0019_FAERIE_PROTOCOL_REFERENCE_ENGINE_B48EC7A8_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i05/python/fp_i05_reference/reference_engine.py,sha256:4b5e054a38efa76a9f607161def82dc29fa08fb523c3342cefff2408c88f6b71,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_REFERENCE_ENGINE_B48EC7A8_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:a049e9e697c8dff15f911d06b7fd40f821cd3b3888eac11ba8281a54a0d36375
ENG_EXP0019_FAERIE_PROTOCOL_ENGINE_A3724C02_V1,ENGINE,lab/10_infrastructure/EXP0019_faerie_protocol/phase_i06/python/fp_i06_relations/engine.py,sha256:9112b457650357f8a491b488363ed3ad5b3b4d2c9af57ee5a97fd9060f906bce,lab/11_strategy_factory/shared_engines/ENG_EXP0019_FAERIE_PROTOCOL_ENGINE_A3724C02_V1,SHARED_ENGINE,False,ROLE_BOUND_HUMAN_ASSIGNEE_PENDING,PROVISIONAL_UNMERGED_IDENTITY_CANDIDATE,False,False,BLOCKED_OWNER_APPROVAL,sha256:79899d7c3da9172b713501b7b742a94daead3336530b0efebf896018a226504c
