source_path,edge_type,raw_target,line_number,resolution_status,resolved_path,resolution_candidates,resolution_candidate_count,semantic_reachability_claimed
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/compiler_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/compiler_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/compiler_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/detector_ir_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/detector_ir_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/detector_ir_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/extension_capability_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/extension_capability_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/extension_capability_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/generated_file_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/generated_file_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/generated_file_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/golden_replay_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/golden_replay_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/golden_replay_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/known_time_guard_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/known_time_guard_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/known_time_guard_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/occurrence_identity_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/occurrence_identity_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/occurrence_identity_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/onboarding_gate_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/onboarding_gate_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/onboarding_gate_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/reason_codes.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/reason_codes.yaml,"[""registry/acl_os/acl_03/policies/v1/reason_codes.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/security_boundary_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/security_boundary_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/security_boundary_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/policies/v1/source_freeze_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/policies/v1/source_freeze_policy.yaml,"[""registry/acl_os/acl_03/policies/v1/source_freeze_policy.yaml""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/acl04_handoff.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/acl04_handoff.schema.json,"[""registry/acl_os/acl_03/schemas/v1/acl04_handoff.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/adapter_contract.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/adapter_contract.schema.json,"[""registry/acl_os/acl_03/schemas/v1/adapter_contract.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/adapter_qualification.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/adapter_qualification.schema.json,"[""registry/acl_os/acl_03/schemas/v1/adapter_qualification.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/authority_permit.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/authority_permit.schema.json,"[""registry/acl_os/acl_03/schemas/v1/authority_permit.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compatibility_report.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compatibility_report.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compatibility_report.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compilation_receipt.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compilation_receipt.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compilation_receipt.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compile_event.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compile_event.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compile_event.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compile_finding.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compile_finding.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compile_finding.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compiler_plan.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compiler_plan.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compiler_plan.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/compiler_request.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/compiler_request.schema.json,"[""registry/acl_os/acl_03/schemas/v1/compiler_request.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/detector_ir.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/detector_ir.schema.json,"[""registry/acl_os/acl_03/schemas/v1/detector_ir.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/extension_capability.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/extension_capability.schema.json,"[""registry/acl_os/acl_03/schemas/v1/extension_capability.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/extension_resolution.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/extension_resolution.schema.json,"[""registry/acl_os/acl_03/schemas/v1/extension_resolution.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/feature_binding_ir.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/feature_binding_ir.schema.json,"[""registry/acl_os/acl_03/schemas/v1/feature_binding_ir.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/generated_schema_index.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/generated_schema_index.schema.json,"[""registry/acl_os/acl_03/schemas/v1/generated_schema_index.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/golden_case.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/golden_case.schema.json,"[""registry/acl_os/acl_03/schemas/v1/golden_case.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/golden_replay_result.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/golden_replay_result.schema.json,"[""registry/acl_os/acl_03/schemas/v1/golden_replay_result.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/known_time_ir.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/known_time_ir.schema.json,"[""registry/acl_os/acl_03/schemas/v1/known_time_ir.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/lineage_graph.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/lineage_graph.schema.json,"[""registry/acl_os/acl_03/schemas/v1/lineage_graph.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/occurrence_ir.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/occurrence_ir.schema.json,"[""registry/acl_os/acl_03/schemas/v1/occurrence_ir.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/onboarding_obligation.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/onboarding_obligation.schema.json,"[""registry/acl_os/acl_03/schemas/v1/onboarding_obligation.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/onboarding_report.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/onboarding_report.schema.json,"[""registry/acl_os/acl_03/schemas/v1/onboarding_report.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/output_manifest.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/output_manifest.schema.json,"[""registry/acl_os/acl_03/schemas/v1/output_manifest.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/replay_trace.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/replay_trace.schema.json,"[""registry/acl_os/acl_03/schemas/v1/replay_trace.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/security_boundary_report.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/security_boundary_report.schema.json,"[""registry/acl_os/acl_03/schemas/v1/security_boundary_report.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/semantic_approval.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/semantic_approval.schema.json,"[""registry/acl_os/acl_03/schemas/v1/semantic_approval.schema.json""]",,false
ACL_OS_03_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_03/schemas/v1/source_snapshot.schema.json,0,RESOLVED_INTERNAL,registry/acl_os/acl_03/schemas/v1/source_snapshot.schema.json,"[""registry/acl_os/acl_03/schemas/v1/source_snapshot.schema.json""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/acl05_handoff_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/acl05_handoff_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/acl05_handoff_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/ai_generation_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/ai_generation_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/ai_generation_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/atom_registry_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/atom_registry_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/atom_registry_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/baseline_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/baseline_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/baseline_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/canonicalization_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/canonicalization_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/canonicalization_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/claim_ceiling.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/claim_ceiling.yaml,"[""registry/acl_os/acl_04/policies/v1/claim_ceiling.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/compatibility_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/compatibility_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/compatibility_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/deduplication_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/deduplication_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/deduplication_policy.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/factory_scope.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/factory_scope.yaml,"[""registry/acl_os/acl_04/policies/v1/factory_scope.yaml""]",,false
ACL_OS_04_QA_REPORT.json,CONFIG_PATH_REFERENCE,registry/acl_os/acl_04/policies/v1/generated_projection_policy.yaml,0,RESOLVED_INTERNAL,registry/acl_os/acl_04/policies/v1/generated_projection_policy.yaml,"[""registry/acl_os/acl_04/policies/v1/generated_projection_policy.yaml""]",,false
