identity_id,family_candidate,source_artifact_path,risk_class,aggregate_risk_score,critical_dimensions,granularity_class
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE05RULES_4A55F1DF_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase05Rules.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE05TYPES_4D5F45BF_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase05Types.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE06ENGINE_60671B23_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase06Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE06EXPORT_CC5767CB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase06Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE06RULES_43DB1561_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase06Rules.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE06TYPES_F8303DB8_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase06Types.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE07ENGINE_AE628414_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase07Engine.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE07EXPORT_2EFA32F5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase07Export.mqh,MODERATE,50,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE07RULES_F32B22D5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase07Rules.mqh,MODERATE,42,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE07TYPES_C6A8041C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase07Types.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE08ENGINE_1BC69C87_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase08Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE08EXPORT_9C3E0F11_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase08Export.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE08RULES_44EE95E7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase08Rules.mqh,CRITICAL,61,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE08TYPES_B7033F19_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase08Types.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE09ENGINE_70784B1F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase09Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE09EXPORT_4B2808AC_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase09Export.mqh,HIGH,72,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE09RULES_8A0CD11A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase09Rules.mqh,CRITICAL,71,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE09TYPES_6AF406E6_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase09Types.mqh,MODERATE,51,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE10ENGINE_260213EC_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase10Engine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE10EXPORT_6E63F743_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase10Export.mqh,HIGH,63,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE10RULES_135B2B56_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase10Rules.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_HOOKPHASE10TYPES_9FBDD94B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_HookPhase10Types.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_IDENTITYAUDIT_FB6D71A5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_IdentityAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_IDENTITY_60C41F89_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_Identity.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERFACEAUDIT_722028D5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InterfaceAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERFACERULES_6C332479_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InterfaceRules.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERFACETYPES_2BF59584_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InterfaceTypes.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERNALCOUNTAUDIT_A30589C5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InternalCountAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERNALCOUNTENGINE_35FEA409_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InternalCountEngine.mqh,MODERATE,41,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_INTERNALCOUNTRULES_CB659730_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_InternalCountRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_LICENSEAUDIT_913DE19F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_LicenseAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_LICENSECRYPTO_51982893_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_LicenseCrypto.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_LICENSETYPES_2141B7D2_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_LicenseTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSBACKTESTENGINE_B7A6BB08_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSBacktestEngine.mqh,HIGH,66,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSBACKTESTTYPES_BA580D7B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSBacktestTypes.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2FASTDETECTOR_63F9FAD9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2FastDetector.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2HIGHERTIMEFRAMEPHASEFILTER_A010F9F7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2HigherTimeframePhaseFilter.mqh,HIGH,77,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2WAISTBACKTESTENGINE_2B91604A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2WaistBacktestEngine.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2WAISTBACKTESTTYPES_9FC62FD3_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2WaistBacktestTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2WAISTTRADEENGINE_55DBE333_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2WaistTradeEngine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSF2WAISTTRADETYPES_7E9F3796_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSF2WaistTradeTypes.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOK864CYCLER1EVIDENCEENGINE_1FB2474B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHook864CycleR1EvidenceEngine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOK864CYCLER1EVIDENCE_D12EA315_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHook864CycleR1Evidence.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOK864CYCLER1RULES_FBF91DDE_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHook864CycleR1Rules.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOKTRADEENGINE_59407325_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHookTradeEngine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOKTRADEEXECUTIONCORE_4F0424C5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHookTradeExecutionCore.mqh,MODERATE,54,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOKTRADEEXPORT_11E7CE44_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHookTradeExport.mqh,MODERATE,50,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSHOOKTRADETYPES_B524589F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSHookTradeTypes.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NDSSTRUCTURESNAPSHOT_42C101F0_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NDSStructureSnapshot.mqh,HIGH,76,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODEAUDIT_A08FB26F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODECANONICALIZER_5597B0D8_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeCanonicalizer.mqh,CRITICAL,60,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODECLEARANCE_B19CA1AB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeClearance.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODEENGINE_BB846A32_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeEngine.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODEEXTRACTTYPES_847423CA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeExtractTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODEPLATEAU_1F4054D3_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodePlateau.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NODESCALELIST_9A9368B4_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NodeScaleList.mqh,CRITICAL,60,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NOSENDCONTEXTENGINE_2EDF107F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NoSendContextEngine.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NOSENDCONTEXTEXPORT_CAA3B098_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NoSendContextExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_NOSENDCONTEXTRULES_32237E91_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_NoSendContextRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_OWNERSHIPAUDIT_50881373_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_OwnershipAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_OWNERSHIPENGINE_AA1CBBE7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_OwnershipEngine.mqh,MODERATE,51,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_OWNERSHIPRULES_8E16DC7D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_OwnershipRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_OWNERSHIPTYPES_D196F96E_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_OwnershipTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERADAPTERENGINE_1A8CE7BD_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerAdapterEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERADAPTEREXPORT_9B0E0BEE_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerAdapterExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERADAPTERRULES_BF835F57_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerAdapterRules.mqh,CRITICAL,84,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERLIFECYCLEENGINE_BA645145_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerLifecycleEngine.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERLIFECYCLEEXPORT_AC88B78D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerLifecycleExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERBROKERLIFECYCLERULES_7B62E906_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperBrokerLifecycleRules.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERINTENTEXPORT_DB4D04AD_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperIntentExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERINTENTRULES_E8312CFB_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperIntentRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERINTENTTYPES_3A1FFB0A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperIntentTypes.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERLIFECYCLEEXPORT_293A2948_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperLifecycleExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERLIFECYCLERULES_B32D3587_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperLifecycleRules.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERLIFECYCLETYPES_0DA48132_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperLifecycleTypes.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERPERFORMANCEENGINE_2854497B_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperPerformanceEngine.mqh,CRITICAL,84,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERPERFORMANCEEXPORT_A86D54E4_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperPerformanceExport.mqh,CRITICAL,82,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERPERFORMANCERULES_334E6638_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperPerformanceRules.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_PAPERPERFORMANCETYPES_B43C34FC_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_PaperPerformanceTypes.mqh,CRITICAL,72,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RELEASEAUDIT_85F8C30D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ReleaseAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RELEASERULES_BB0FCF42_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ReleaseRules.mqh,HIGH,63,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RELEASETYPES_B22F08B4_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ReleaseTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RENDERAUDIT_2BF1256D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_RenderAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RENDERRULES_D623D9BA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_RenderRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RENDERTYPES_D0A512CA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_RenderTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RUNTIMEHEALTHSUMMARYEXPORT_340BF4B3_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_RuntimeHealthSummaryExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_RUNTIMEHEALTHSUMMARYRULES_E2E4106A_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_RuntimeHealthSummaryRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_SAFETYGATEEXPORT_D74D4F04_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_SafetyGateExport.mqh,HIGH,62,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_SAFETYGATERULES_B468B054_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_SafetyGateRules.mqh,HIGH,64,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_SAFETYGATETYPES_FD7FC4F5_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_SafetyGateTypes.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_SEQUENCEENGINE_FA5A8E5D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_SequenceEngine.mqh,HIGH,55,[],EMBEDDED_CONTEXT_FRAGMENT
