classification_id,artifact_path,authority_surfaces,capability_kinds,security_sensitive,primary_disposition,security_reviewer_role,security_review_status,risk_indicator_only,live_authority_inferred,runtime_authorized,live_order_authorized,capital_authorized,record_digest
ARTCLS_636624AF2A150F899B17043B7D935360,lab/11_strategy_factory/python/strategy_factory_research/cli.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,WRAP_LEGACY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:3c60b2d0d6027586f81d5916026b7759ed4bc5d1c0c5457efa46ab2257ef96f7
ARTCLS_16CA8C95DBDFE41EB24753E5CD5314F4,lab/11_strategy_factory/python/strategy_factory_runtime/config.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:164b1e09e1f8bc204380cf054204af9ea08fa4b7370163316998defac90ebf1c
ARTCLS_410A4BE39B71906A179CC2D005DC6C72,lab/11_strategy_factory/python/strategy_factory_runtime/dependency_guard.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:5ee2dbadce637418968d708351bcf23a348ed7b0e3d620668efc346c906ccf50
ARTCLS_5006E990B96F436C0D2997401D4A2441,lab/11_strategy_factory/python/strategy_factory_runtime/events.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:05cceeccc864e586a0db9a5217afa5fb355c344629cbba3fec90362130d0273d
ARTCLS_B40A944EFA05F17B6CEBAF7421D025BA,lab/11_strategy_factory/python/strategy_factory_runtime_v3/contracts.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:7cd077117c89f47fed6eff598e49d5bfee5bb51fc800968cccea59c39c41f895
ARTCLS_750713DC747A3A94D5F6EBD97E2F977B,lab/11_strategy_factory/python/strategy_factory_runtime_v3/generation.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:2ea92411e0ab7d7da4d042d9ecaf4d2cfcc970f1c2c3e83443657358f50a3c72
ARTCLS_0A582A8E207DD31694B4A276A1762520,lab/11_strategy_factory/python/strategy_factory_runtime_v3/signing.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:20862f9752eda68ee2b1d122e40da4c3f2fb61c863d4b129ed589cd3ce2bfbf7
ARTCLS_46DF7E8368A5002A74C2E60B45B88AE5,lab/11_strategy_factory/python/strategy_factory_statistics/cli.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:12d6147a2ba95e1941407dd9cda3ade6cfb1c552bc79b641b8abaa004b075c04
ARTCLS_FE2C9D86A121E29E2DC500F66DF365B4,lab/11_strategy_factory/python/strategy_factory_statistics/io.py,"[""FILE_PERSISTENCE""]","[""FILE_IO"",""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b6ba2da8b8e64b653b2497fee829ac36ed1118c9b1a049f019cfafcf1e4e143c
ARTCLS_1BBE3EF37F2C3229D9C33DE66E2B9BC1,lab/11_strategy_factory/python/strategy_factory_statistics/reports.py,"[""FILE_PERSISTENCE""]","[""FILE_IO"",""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:dc04c9978058e284a1f0f2680b8d0e44944996d9f15cbfe831b623d3a3b899e8
ARTCLS_D772FD3B9F27611C6ED651DDA3B04DE7,lab/11_strategy_factory/python/strategy_factory_tournament_v3/contracts.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:f3e3b9bf414b66353b032ef2edf8a62d9791bb057f637dc474c1050aef62aa42
ARTCLS_91D7AAF7770DFE50544CFEB866D72EAA,lab/11_strategy_factory/python/strategy_factory_training/io.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:14cc73c201df0be6192bd8d2a97c02914b28e19e351761cf201d164a977e1cb5
ARTCLS_0DA59C485257BFB19A32E15B80CE79B6,lab/11_strategy_factory/python/strategy_factory_training/reports.py,"[""FILE_PERSISTENCE""]","[""FILE_IO"",""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b1e0f7c416ade9dad34209bfc0529993776040f03ecc10b7dec7de0d645c538b
ARTCLS_2ECD20E73B161E55024D60516DBC8D43,lab/11_strategy_factory/python/strategy_factory_treatment_compiler_v3/conformance.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:3ce5361144002ca58a102bb2be02719116e5170178f96b3e3f51ef18d8920d21
ARTCLS_3CA351EFAC33B602610D55DBF7FCBBF8,lab/11_strategy_factory/python/strategy_factory_treatment_compiler_v3/golden.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:2bfb162c6d4ef9fa0c49e7514f68902af7760c7f0040e21e4bc02d9c60327fe5
ARTCLS_EEF0FF5751B3479797499502A5B825FC,lab/11_strategy_factory/python/strategy_factory_treatment_compiler_v3/manual.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:dcc010cf81821060fa29c3df35135e338febd19974d976d458fd381f51dc0582
ARTCLS_642BBFE6CB884F5419ED6B910EA609AC,lab/11_strategy_factory/python/strategy_factory_treatment_compiler_v3/matrix.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:4c04f0b79d2ea1f81e7ed380a0e1066ac9a095a0c402bacdf96ec1ce7f23ce28
ARTCLS_5483F015F0C8354F0EC43138BE6C5A4D,lab/11_strategy_factory/python/strategy_factory_treatment_compiler_v3/utils.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE"",""NONDETERMINISM_INDICATOR""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:f0d07f5336b95af65470e22d6fce5cffc8dd8753e41604d6ea78ef69b0d83a9b
ARTCLS_7074B129A7428C8A17F3E78F384921BB,lab/11_strategy_factory/python/strategy_factory_treatments_v3/utils.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:c17fdf5c67e09f5e952fa318f23e7f7f80521b01265f380a5556d6404f7275ee
ARTCLS_6699F148519B5A42586EBDBFDA39CCCA,lab/11_strategy_factory/python/strategy_factory_validation/cli.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f29746e30ce4516f59d43cb301451695ae50bcccf4633975daaa091cf2a26493
ARTCLS_E41050AAAD64F9B50E00F53CA5E6BC82,lab/11_strategy_factory/python/strategy_factory_validation/io.py,"[""FILE_PERSISTENCE""]","[""FILE_IO""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:d09bd3b08d4cc78f32e2a40b72b2cb3a8b1ffbf48baebbf1e4b5b90b725f27b5
ARTCLS_6428DAF9139C8DA95FDD6B6F3FB334AA,lab/11_strategy_factory/python/strategy_factory_validation/reports.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:5f4684f5dd99d2f50cfd0cbc6ee7041ebc1121bcbf5e694fc9fdcdbe9c269c02
ARTCLS_82AEC4E048C52F21AFC7472E6BF879F5,lab/11_strategy_factory/tests/phase03_market/test_time_kernel.py,"[""DYNAMIC_CODE"",""FILE_PERSISTENCE""]","[""DYNAMIC_IMPORT"",""FILE_MUTATION""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:ce17e1901f57ec744393efca989eab668972c5909bac806ced52e0baee985c77
ARTCLS_F8FF97A770A1115FABA21396BCB2118D,lab/11_strategy_factory/tests/phase05_generation/test_envelope_sinks.py,"[""FILE_PERSISTENCE""]","[""FILE_IO"",""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:3f17010be13af6157000a31bf3ec11249f2d5793d4104d4271c84be2d65e065e
ARTCLS_A06CD3A54AF2187DE06E990E81562131,lab/11_strategy_factory/tests/phase05_generation/test_generation.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:afccd59d3aa235dbaab06e53e26743a9f2501807de5af17fa12c3cfc3533884e
ARTCLS_4D811D07901E48DF3395610510515C67,lab/11_strategy_factory/tests/phase05_generation/test_manager.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:a382b658f8214d9a28e558072c53673ca4cae91b4dac393629ce15531aeb5b88
ARTCLS_C160F92C3A8218B4675ED26AC357A84F,lab/11_strategy_factory/tests/phase05_generation/test_schemas_and_boundaries.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:47c0ad9ce1b7360be611e143e50902fdf235fd3556e7af3f3971ddb1111fb934
ARTCLS_18E9E194CECBFE4AA932BA4529900015,lab/11_strategy_factory/tests/phase07_context/test_sf07_registry.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:ca36ad3546d713e28fe5127d91a81c69a8b7823a97c2b908418a79552016a9cc
ARTCLS_A64970D7DEA455F5EBD7FD2F32D4D538,lab/11_strategy_factory/tests/phase08_candidate/test_sf08_matrix.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:39c9819d9f0e38b91580d7c6690f7cf8f54aff2610686fe8e5c87c7694f22af1
ARTCLS_8A2C79032CAAD0485F6DE3C7A832828E,lab/11_strategy_factory/tests/phase09_outcome/test_costs.py,"[""DYNAMIC_CODE""]","[""DYNAMIC_COMPILE""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:58c495279db9b1839b8d5951bd975b31e30b9eec515f34222540824f6d388fd3
ARTCLS_B387D5FDAFEC9B6B1656037FD3245E76,lab/11_strategy_factory/tests/phase13_training/test_sf13_audit.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7a02e7df5371c64e3135cfbed7961c7d9feb0d8089e3a94240ae9b0636c68ee5
ARTCLS_11F6CBBE8309262A8C11DFC12CD5BBE7,lab/11_strategy_factory/tests/phase13_training/test_sf13_dataset.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:e832ab9bc1ac52be0a2d4a7b32b346b5cd15f47d632d81fe978df29f2928fc7e
ARTCLS_97E1C5C06879B5CAC2E17EDB6B826E45,lab/11_strategy_factory/tests/phase14_governance/test_sf14_artifacts.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:883e98b52f14649e72078de2265b626df34dfc7833de5ae33c5064e537f9dcb2
ARTCLS_5BFB3F88B5B46A6B2785605FE6AB51AF,lab/11_strategy_factory/tests/phase14_governance/test_sf14_authority.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7590c702eb35033977e1996ef5033e1332dd193d416f32b5c94964c941984bcd
ARTCLS_2FB6D184CB8D54FE8374E5566C95C0C6,lab/11_strategy_factory/tests/phase14_governance/test_sf14_ledger.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:be31bf20872c9e68cd264c1c95c3d277d652cd4e6c7c61c7569cab4b5a591efa
ARTCLS_0E07A3969D05EAD6CD9B0A3D4D921D84,lab/11_strategy_factory/tests/phase14_governance/test_sf14_models.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:e5ed31d78bc015d43ca2cfc2b4a5463bfaf66908ae9294e1fbb45c4abe7e31c4
ARTCLS_F1CE9A9559F82EEB03E62216CEAC915F,lab/11_strategy_factory/tests/phase14_governance/test_sf14_promotion.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:ecccd3f84cda5ccbd3aef46c11b3836402fff3572bbda6a0ad57b5de23a1fb04
ARTCLS_4EC2E769071FF1874850A3C24971522B,lab/11_strategy_factory/tests/phase14_governance/test_sf14_registry.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8732cee579b47616a1e5a6e4b0c0134cd3878f78f33c758f4a1107d943b28306
ARTCLS_26944F42DF8AB506125B1C225B3D615D,lab/11_strategy_factory/tests/phase14_governance/test_sf14_rollback.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0f7758f1d4655893ca2b0fc5db8c318dfe77c66df069692f0d03f80832547899
ARTCLS_935194EE2DDDFCE58F34BC8CED60E328,lab/11_strategy_factory/tests/phase14_governance/test_sf14_snapshot_release.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7527639efed468ac6596b0c70242886101f44ce0a24b059c4f10e314ceefa88d
ARTCLS_61EA15D96818A0033BD52E12E03D049C,lab/11_strategy_factory/tests/phase15_inference/test_sf15_release.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:72dd4f2206ae31d05d54c1c02f1bd3eb67cbbaaa5ebeaa4715ffe1d413ee6de0
ARTCLS_C17CA47D99EBF45939048B8CA1A7ACDB,lab/11_strategy_factory/tests/phase18_live/test_sf18_coordinator.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f14032d1c8ec04cd386a9850950953a6949163788bdfa74368bb8cde664b1824
ARTCLS_DA0F61FF969DFB98E2FC0159CFE52980,lab/11_strategy_factory/tests/phase18_live/test_sf18_safety.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:72039c2cc1b49efb0b8600baaf5908f5bcacb5f720cc0f283d45007ea0b355a8
ARTCLS_65D17AC7394809C7ACBEB5DD8932657D,lab/11_strategy_factory/tests/phase20_integration/test_sf20_differential.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:20dfc4f100faa054f950cf713e7e9b72505010a14f5f586ddb3767b7f4a2ce89
ARTCLS_D79B6F5F26FDAC726EFDD6D54DF04D46,lab/11_strategy_factory/tests/phase20_integration/test_sf20_mapper.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:6b18e03ca56a99c4fa1066c7a7d31f91b397119282b1f8ee55a3157c4b510761
ARTCLS_812B27CAC1FBBC1A19A6C2543AFDB773,lab/11_strategy_factory/tests/phase_saed_v4_00_program_constitution/test_crosswalk_boundary.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:fc7a8de979f5d00f8722b966d03d603647777c232752dc35186e5388ff0e39e6
ARTCLS_47041FB5B41DBEE3143C0B7199F55941,lab/11_strategy_factory/tests/phase_saed_v4_01_sovereign_data_foundation/test_content_store.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:bc74c05c886c26b1d9a3cca8ce6179a80de256a2fa2be5b1df9b256d4f16a8f6
ARTCLS_9B064376B79A28D834D6CCADE33DCDD1,lab/11_strategy_factory/tests/phase_saed_v4_02_context_digital_twin/test_contradiction_debt.py,"[""FILE_PERSISTENCE""]","[""FILE_IO""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:6cdeb96055af01720a649f9d120aed8ed22098b6910aea1ad7930083ad733ee8
ARTCLS_7B39B7559DDA890DFC19983F2F1C3C65,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_conformance_cli.py,"[""DYNAMIC_CODE""]","[""SUBPROCESS""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:4e11f6e688d7416ba194aaa27d501673dcd4eb179c8b08d8e3912fa22c9f7df1
ARTCLS_0BB901C4A82280A25481D65E7B741670,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_corrections.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:ad8943c958d93d7971bb4ec1c3026e5fb85cf5aa299af5842d0d6e0e9a29ed01
ARTCLS_85748797DA68669E5EADFD0D5A2E35CC,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_identity_registry.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7f7a2840f4c005f421ad29c64e91ebc7459952b7d347aad664e747744d1a8f45
ARTCLS_390C59A532CABD6EA39BF3E31D3E3135,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_journal_atomicity.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:9a8d8864f47582e5ac47406b665d51e095be25b5a08a74b1f6842899eb860f28
ARTCLS_410F4D480A07342F0C8CF54DDDC5845C,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_parameter_matrix.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:aa70f1f84774a3404249b0aa32ba4efa15fc4473fdfee3adb8d7bf5939339d58
ARTCLS_D38BAE39C10FF1949E4A81E46FBC2906,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_projection_reducers.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:a8307cccbc3430c7437ec0f9a2c694c660caee91106ecab87567c1a9f01ecb24
ARTCLS_8335AD88826A53C37B5135EE4D3BA59D,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_temporal_ordering.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b3727c32e9f3024f8e5437f66c0bbf455bdf36e17b9a277fd559e81b7e433023
ARTCLS_D53FC5B13BAD7653DB3D4BA7C5CEF713,lab/11_strategy_factory/tests/phase_saed_v4_03_continuous_time_event_model/test_watermarks_late.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:75a373680729fc00583099a8cc57039478c0d0ca953bc6abce8c0189851c900e
ARTCLS_A549D463ACDC19FD7C9898E284484B7E,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_catalog_identity.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:a721cf19e3d99003cdb2fcfe6a55f45de558e09ad15af89964351c451bf46157
ARTCLS_345E1DD3A61AD53ED442635CE2F3D7E6,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_compatibility.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:2f8a5dff6f66eb6f4bab5fa54a36773af533a37aa83efdf9913b1c586044fee1
ARTCLS_7213F0C77C646E8FE3B9B2E3E0B158CA,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_missingness_support.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:87130c0bba4a423bb5f8e38a1f92b73db2bca192bd5492961a285e0bf4f92592
ARTCLS_8A7C43F63275BFC25145EA3FC5CD45B3,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_normalization_transforms.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:c9cf5d4c7033aece7ba9b42f5ee1062d27e0490d86fcedcfa6a9b2d9f98a4e22
ARTCLS_5DBEC9971A67B8471E80D4D675F7B8D6,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_replay_diff_integrity.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:d3251c02e7a9c57562c6fd182d624fc57d2ec8f56da2baa1c3d324803f80ad7d
ARTCLS_3413F5FF7F7CC48D1FF409309B77B09C,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_source_conflicts.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:a8be5727992714a6481a4480e3d2b9e88e76b94098b38621c205ec7644e80b24
ARTCLS_5FD9D42784866B0A71C77E3116178682,lab/11_strategy_factory/tests/phase_saed_v4_04_multimodal_view_platform/test_temporal_role_isolation.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:98d92010e0d524b340c90379c89887e2a1806169cf8aa8c329b686f671cc7ab8
ARTCLS_13764F5486F2E5368B3C8690287969E4,lab/11_strategy_factory/tests/phase_saed_v4_05_semantic_temporal_hypergraph/helpers.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:40c57e398fde9db90a765945aab534c32cf86d146210c188ebd384fe543ddd20
ARTCLS_BF334A07081CBF789913CDA0602CBD14,lab/11_strategy_factory/tests/phase_saed_v4_05_semantic_temporal_hypergraph/test_authority_registry.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:eb5a3d347e5af984dbc89da4a35108cb4f30fe9c94cc740e784634ac4b39c049
ARTCLS_2F9A26FE845206892F650082F500AB7D,lab/11_strategy_factory/tests/phase_saed_v4_05_semantic_temporal_hypergraph/test_determinism_ordering.py,"[""FILE_PERSISTENCE""]","[""FILE_MUTATION""]",false,MOVE_WITHOUT_SEMANTIC_CHANGE,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:4fea60194aace3ff820a24f04d9b702b4fdcda22540fbcfd937f16ba42f394a3
