path,bytes,sha256,classification
ACL_OS_06_QA_REPORT.json,2322,dbf3f21540d183be59ae8c3cd419a2d97902c5f12ac0a32b57881a7c48e480a1,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_07_ARTIFACT_INVENTORY.csv,60998,1386e16ae58877eba3780c91cc53c72c2ee4bde8beb60d85b1f21c0b464f5ea5,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_07_FILE_HASHES.sha256,51450,ee37d5087773292225b6958fb01541039f24761cded04643e9edff79ae47a481,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_07_FILE_INDEX.txt,30380,f701a5c8901cb6365da9dfd1096024c359168897353bf30989db3dd240d74aec,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_07_PATCH_MANIFEST.json,75375,a69b06abd055dd5a32298d6146f09d1c6a95f7dfbab6bf4494e07ec306eb71ea,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_07_QA_REPORT.json,3388,8e9308a320b0302da1aa0a000188243d0eb26e09713f6cce70bbe2fc73b0bab7,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_08_ARTIFACT_INVENTORY.csv,66291,1afafa5ff2aa42bde6923ec125c0760084d61c05eb1490c6ef2d53e45cae69d6,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_08_FILE_HASHES.sha256,57589,1ee34184f5271f55de1e42d1df99afa69260fdbbf1d4d719c5a02a0320c5b0fb,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_08_FILE_INDEX.txt,33660,48eb3250e8423d50a222f4f05d6b28529a5de8b3f6dbf291c835de16bf9e5e59,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_08_PATCH_MANIFEST.json,83922,74bb6ffa0b3d62543af1c2bb7a555cf9d82c4fe99dfdbcfb3f5beaa9018c3e03,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_08_QA_REPORT.json,1621,758d3873949d50e619ab4f70b11a487da532d8ce3d8ca896ff41ce5672908f37,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_09_ARTIFACT_INVENTORY.csv,73350,93c4d230f205330ba8c3935678006a0bd05dd372ac4ad7071c9adff35e9a8b4b,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_09_FILE_HASHES.sha256,63839,005880e38b4fa10e89f3e65e7593ea9e46654b1fa8c7e3e33187b679713c3924,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_09_FILE_INDEX.txt,37930,f7e3e686f886189bda287bd0d45d0d7c0f0cef9a251b2c347281ee6d420436c2,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_09_PATCH_MANIFEST.json,92350,698eafbfe434560f1be3756620c9c54ba8d1d3ac463d86f6fa72e8153be71e29,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_09_QA_REPORT.json,2059,db09c305fb3ca022a3ba9e28351b227173432af8763377befb6e6e9c0b1db9e8,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_10_ARTIFACT_INVENTORY.csv,71737,f28152ed0775e660b33d9e616481aed38ccedbb85cac36a2a5aef80c0257eb53,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_10_FILE_HASHES.sha256,67543,ee70c68e3d4239aa815c620cd11ae15c97cefc1c7068cdb0a5e76758f1ba9b38,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_10_FILE_INDEX.txt,40182,5a57e2154efbe27381e8b421cf23d9bf77321befd2fc6ccb4240ea99eb12be72,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_10_PATCH_MANIFEST.json,478,ea9e89bfd4c2f1bdd75c7c8815a93894041bd4601f9f65771bc5ad51e1e8d43f,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_10_QA_REPORT.json,1555,30459a64467a2666471a44c3de6d2f1267a3d29abcf7ba4e31e2f105695906d1,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_11_ARTIFACT_INVENTORY.csv,57796,dc2de2eda47bce9a1878838cbf92d92a7e0c200dd62a2d90bd611a09dfc247d2,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_11_FILE_HASHES.sha256,53132,bdcb24d505db78efbcf2791d5284ccec468bf2691a574e360fbedfb59746c660,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_11_FILE_INDEX.txt,31183,3d41fccd8548e52016cb840cb97cc26034c91ab788469b01ffbbfebbae33209d,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_11_PATCH_MANIFEST.json,631,47997f10bd40a0a10b805802b9016a7e88946072e59e82ff6c02deee508552e7,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_11_QA_REPORT.json,3565,f936abdc0533f1487e054bb10625e4c743db2e8acd489ec3225a80c0e5a2cf12,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_12_ARTIFACT_INVENTORY.csv,66965,aedc2853d9d9a1237847b4c9a50a06a92983a6ea0ce9962cf195bbeb6b5eab20,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_12_FILE_HASHES.sha256,61467,1979f317d1f573653a0775dc30647cf84808c39aebbdc8c09e0e0c92d2cdb557,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_12_FILE_INDEX.txt,35756,9557eb39406c8e4e433c1cf4ffb405efdfe80168fbf91a387ddcd948d8f13844,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_12_PATCH_MANIFEST.json,612,dc925e2c8e0b6c89af0c243d711df96d1057c5becfd14f10b4f9cee121931b1f,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_12_QA_REPORT.json,4188,bfd6d9092a7f82acd4e13da535728c03fd332ee580ed33179b7c1435c104ed24,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_13_ARTIFACT_INVENTORY.csv,65278,61c2036358a61b3ce4772b553251e2925792e98667e6e1f7ab4b22f91d81b272,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_13_FILE_HASHES.sha256,59973,3997edc703dd08218a5ffb2be0634d039d3fbb01bac10e690b83eb6e8a0c69cb,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_13_FILE_INDEX.txt,35054,4cf369608a7425cf5b41d05fb5411118566fbab7cd7129515b01a37a5d7a9375,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_13_PATCH_MANIFEST.json,619,a2ca8b31e5bd79314965a31ff0ec676821659dab1788ed97b71c9d51d4a4d84c,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_13_QA_REPORT.json,4779,a2bd68b58ce332c6bd2a79dada6ac44cc919df7501cccf759e61fe62badbcdd3,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_14_ARTIFACT_INVENTORY.csv,70436,9886a692538b5341624b3c18adaa638131a15653d2171e638bc1dccf0fbcd31d,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_14_FILE_HASHES.sha256,64996,31fd43c1def14927cffca60265faf0d3017095dacdda0f6092d52e5676881a0e,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_14_FILE_INDEX.txt,38295,4a62be564930584eae8145df888e9fa9b6bc8e1854a0b389970e4edffc13a8bb,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_14_PATCH_MANIFEST.json,631,03f54281beae2a5e18854fcccce80d4c3fe7630061bc64e00cc09ae883a84663,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_14_QA_REPORT.json,4766,59f1bc99ee99af202897bab311c933dbc2aba3463da8b678e1159671789cd550,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_15_ARTIFACT_INVENTORY.csv,70147,7561e82ee2d1a33b8aa3722d152fc869e3d0dd757f48612266ba1a188b065ea7,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_15_FILE_HASHES.sha256,65182,00cfb3ec3e64a6582065e5b4c049ddda707b4f996abc5229ff2b9bd964568e98,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_15_FILE_INDEX.txt,38396,3fcc0964156809de326160295fc3ee9c9130b48ab1245518ca0380a9e403861b,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_15_PATCH_MANIFEST.json,929,b5a9c78095375102b27fa1b71d6dea1834b9b96b933ae67b1a6c3b3c38b4f1ab,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_15_QA_REPORT.json,2179,fcf1f325edca4b6fa1fb2be5b939df23e7c6a9719f600d2eecec036ab8178807,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_ARCHITECTURE_ARTIFACT_INVENTORY.csv,62108,8f2eae04ea6e97ef0930e2e5e663d973bff10ee4e2ae6c8db463b8bcf47c3760,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_ARCHITECTURE_FILE_HASHES.sha256,56939,152d44efaf04172e51011626eefc182da13310ca58d4dd1dedc651a87dc3b364,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_ARCHITECTURE_FILE_INDEX.txt,34088,e24dd6417e5e764c24a8eef5ca19f95950a99e084d4cf0e344b784408800e6a0,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_ARCHITECTURE_PATCH_MANIFEST.json,853,fc6bba4cc9d550f838633832bc3cd576710760cb6d392fed9774acba2b0bbc2f,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
ACL_OS_ARCHITECTURE_QA_REPORT.json,8365,8e2d15cfbfbbd9e614113535958f5f1758ebb2ba4dc44b7e7dcfeb666a41bc72,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
AGENTS.md,5361,dc52a7b2a30f0a2bf67efe0501bcc0422984734b04a41e108c2964d1757a1e28,ROOT_CANONICAL
ALPHA_LAB_ENGINEERING_OS_V2_MANIFEST.json,595,cbdee00982a245c645197eddddb7d898152bee8e412a61fe93177f96b41e8b85,PROGRAM_ARTIFACT_REVIEW
CODE_OF_CONDUCT.md,224,782480103b1003e9de65416c69b14e52aa0f76935dec0038fc571fd5e97be3fb,ROOT_CANONICAL
COMMIT_MESSAGE.md,833,cf241e8a82c9a31dc3852cbefbf878bf216b77d804d1fb4f43b1d1f4642c16c7,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE.txt,833,cf241e8a82c9a31dc3852cbefbf878bf216b77d804d1fb4f43b1d1f4642c16c7,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_NDS_HOOK_864_CYCLE_R1.md,2443,fda0af7339fdd2cf7cb7202025adf2bd31a7083ab0e682d7fdebdb48aa66c27a,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_NDS_HOOK_864_CYCLE_R1_COMPILE_HOTFIX_V1_1_1.md,562,750269dceaacb29e20c33ddbdf42a37f7286f4e67be86fe13b19521864455d4e,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_NDS_HOOK_864_CYCLE_R1_EXACT_SPEED_V1_2.md,426,3373fd548686015c06342bb82b0f04e2dae13b42d2b075b5d926de3fe2d582e9,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_NDS_HOOK_864_CYCLE_R1_NO_TRADE_FIX_V1_1.md,1480,8864870c492259b42ee77a7fe832203c074a422bb31ae693fe618a2812bc8e93,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_UCEE_I18.md,880,9068e601bc4e9af7411102895f72c9d2c4c23fe1089ad469db02ca242b169943,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_UCEE_I19.md,2011,c0f9f64d0a45ab50a4f82373fffe3242941ce97875f84e408ba05e780a7799a3,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
COMMIT_MESSAGE_V2.md,527,8d4c87c24958896174831dd628c24186152c74c75ec956478900a0a307536199,COMMIT_RECORD_CANDIDATE_FOR_RELEASE_ARCHIVE
CONTRIBUTING.md,304,9aade49aaf42c505278cbba3cbcb546cc8e46758fce77a30340ce95995d01811,ROOT_CANONICAL
EXP0017_PHASE06_HOTFIX009_MANIFEST.json,1385,80b28e9cb6d6de83f98b7ab98e3167df312b101829fd171bf48ee11a3c0cd9f3,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE06_HOTFIX010_MANIFEST.json,2181,aa142965dd0a3fcf8dbb3a978977f770b6ea850fecf837ae5ead148b84662bed,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE06_HOTFIX011_MANIFEST.json,3725,b5ecab6ccb2021e4a49fd14c8ab39ff2b9bdaba71ac72509aa8da8e50b1ed356,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE14_EXECUTION_CONTROLS_V2_MANIFEST.json,7215,13296ac7eeede2c96a1146488ddcd406aa103521b2c3a3a2fb5839ad6463fbd1,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE14_HOTFIX001_MANIFEST.json,1672,b718f90965a1c6c7ade6dbefb6b9de5d3fe0e06cc211b56d02ece83f648fd178,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE14_HOTFIX002_ONE_SHOT_SIGNAL_ENTITLEMENT_MANIFEST.json,8060,6ffde77f88e5778207e2da578a12e4ca9f180306a0fcd2f772fafc53825f8c1c,PROGRAM_ARTIFACT_REVIEW
EXP0017_PHASE14_RAW_EXECUTION_BACKTEST_V1_MANIFEST.json,7612,ec8b299459801def31ad28f898548ab308c5463f44cc56bbb9765732d59843f2,PROGRAM_ARTIFACT_REVIEW
EXP0018_DAYE_TRADER_DOCUMENTATION_MANIFEST.json,15027,43319d1c66f6a92b88d4131541549fb20956a99f7e98522e37d953cc6fad072f,PROGRAM_ARTIFACT_REVIEW
EXP0018_IMPLEMENTATION_DESIGN_V2_MANIFEST.json,27761,d41c1b4c39d92e808ae738d53a47f2eb15024686ed423052f4792f716f0613f0,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE00_DOCTRINE_FREEZE_V2_MANIFEST.json,16599,d50d87772debff5ca820cdd661542551b1a421b9c5a0306f0b5f21ce25047be1,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE01_NEW_YORK_TIME_KERNEL_V2_MANIFEST.json,11248,f77bd897e49fc72eabcc1cfad472c7b9f9556b11f612ec5b39b6d3e875a816e6,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE02_MULTI_SYMBOL_DATA_SYNC_V2_MANIFEST.json,12247,93fdc7a92e2cf5a1101a27fea7dfbdef8c6d4492261dee2c1e37f20fff583a12,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE03_PERIOD_AGGREGATION_V2_MANIFEST.json,12565,cd6069d228786d9fbfc0dc20b42d2b45ed5455bfa08607df1135ce2544de8563,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE04_RELATIONSHIP_REGISTRY_V2_MANIFEST.json,12918,316289ec071e0e284e5ce3212a6ec60846ee77448abd9aaea61c8cd3d2f2aeb8,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE05_HUNT_OBSERVATION_V2_MANIFEST.json,12884,c19413ed4942ebb12844b603ed073914cb2bfe70fe22f6682cab07c5abfa91ef,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE06_CLOSE_CONFIRMATION_V2_MANIFEST.json,15395,0094f8b652f602d6c6ed762de715a3f98c5850c32019fa2e48acaab0b477949a,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE07_HOTFIX001_RESERVED_PROTECTED_MANIFEST.json,1552,6143a2d8a09d7183fbbc90a948f255779156e057593cf06be07feb2f11f4480e,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE07_REFERENCE_LIFECYCLE_V2_MANIFEST.json,15419,8100fda5fc61e45153427c31688605650ee84bde6d8c81b4e3ec85947534de20,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE08_DIVERGENCE_DRAWING_V2_MANIFEST.json,15343,2093ec2e85eae8509aea78e3a6fa98907fc87fcbd19edf30c45e7c3180c3a6b1,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE09_SESSION_BOXES_V2_MANIFEST.json,15195,5675b7bf10750b9cd2c616808a6613c016e276ec9406cf6a1ad43e37e80bb146,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE10_HOTFIX002_VISUAL_RECOVERY_MANIFEST.json,4613,4ba47466817cf37e4e0c073a2d194913fa7a79b3dc7eea559da210da15dd985a,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE10_UNIFIED_VISUAL_ANATOMY_V2_MANIFEST.json,40900,98559088bc1dbfce0fb49a306e5d39250cc0ad53a1a84e16a2532c847e712032,PROGRAM_ARTIFACT_REVIEW
EXP0018_PHASE11_HISTORICAL_REPLAY_V2_MANIFEST.json,39474,9c31839988eebe7e060d8bace146beaf8d4393089e3ea5ddad2cd76c0549656e,PROGRAM_ARTIFACT_REVIEW
EXP0018_QUARTERLY_THEORY_SOURCE_ENRICHMENT_V1_MANIFEST.json,31563,799eedf1ec229357e48e1359b8c5ec09000a293e97108c422d222b28812547df,PROGRAM_ARTIFACT_REVIEW
EXP0019_FP_CONTEXT_FILE_HASHES.sha256,10740,f43049db87114d2c2ed21a2ed932005d2e43bdb1e0fe787e55ff67fd63a841b4,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_FILE_INDEX.txt,6290,fe1ec022398d67da8e989416203c5f666a4d80cdba8e193ccd4146c9ed3dc751,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_PATCH_MANIFEST.json,525,330315e4946b85cfeb6c17be48c0baf2865080a7e32e918cb3c242746b73e4fc,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_V2_ARTIFACT_INVENTORY.csv,18002,e7662d0b153ccffda093a6d5c6cb927cec23f7b9bf177e284945df2d91cf51a7,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_V2_FILE_HASHES.sha256,17879,b4e90cdc33a0d0493091912837243c5ef3346aab7dc5c46a15bf4c91ea95c3d2,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_V2_FILE_INDEX.txt,10528,2ec4fbd393e5c8a08ceec8e1d433bc2be0ae4c9b0057867f023e942a1411cf78,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
EXP0019_FP_CONTEXT_V2_PATCH_MANIFEST.json,1620,48ed1be71d4938fbd45e7fbc328c1d00405312982d5b56848e94072fe6ac531e,RELEASE_METADATA_CANDIDATE_FOR_REGISTRY_ARCHIVE
